First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Kid,Cuddi,Purchase,14,UTEP Basketball 1,3,Bronze
Andrea,Villa,Purchase,86,Los Ángeles Azules en Concierto,4,Gold
Pinocchio,Disney,Purchase,54,UTEP Wind Symphony 10,6,Silver
Alondra,Mariscal,Purchase,56,UTEP Wind Symphony 12,5,VIP
Prince,Eric,Purchase,51,UTEP Wind Symphony 7,5,Gold
Alondra,Tarango,Purchase,97,Grupo Frontera Tour 2026,6,Gold
Woody,Disney,Purchase,94,Post Malone World Tour,6,Gold
Machine,Learning,Purchase,64,Justin Timberlake Live,5,Bronze
Sports,Fan,Purchase,75,EDC,6,Gold
Adrian,Sifuentes,Purchase,55,UTEP Wind Symphony 11,2,GA
Buzz,Lightyear,Purchase,86,Los Ángeles Azules en Concierto,3,Silver
Arturo,Flores,Purchase,32,UTEP Basketball 19,1,Silver
Cia,Martin,Purchase,109,UTEP Miners vs. New Mexico (Basketball),6,Silver
Fernando,Guzman,Purchase,106,UTEP Alumni Band Reunion Concert,4,Gold
Javier,Flores De La O,Purchase,50,UTEP Wind Symphony 6,3,Gold
Jason,Durulo,Purchase,8,UTEP Football 8,5,Gold
Kid,Rock,Purchase,112,Imagine Dragons Live,6,GA
Frida,Pena,Purchase,29,UTEP Basketball 16,4,Silver
Avery,Whittman,Purchase,108,Miner Summer Bash,5,Bronze
Daniel,Mejia,Purchase,37,UTEP Basketball 24,3,Bronze
Saul,Burns,Purchase,1,UTEP Football 1,6,Gold
Alondra,Gonzalez,Purchase,46,UTEP Wind Symphony 2,4,Gold
Anthony,Casillas,Purchase,63,Shakira Live,2,Bronze
Armando,Levario Alvarez,Purchase,71,UTEP Commencement 3,4,GA
Avery,Whittman,Purchase,36,UTEP Basketball 23,3,GA
Brenden,Ucol,Purchase,52,UTEP Wind Symphony 8,5,Bronze
Kid,Cuddi,Purchase,20,UTEP Basketball 7,4,Bronze
Javier,Flores De La O,Purchase,59,Bad Bunny Live,3,Silver
Jafar,Aladdin,Purchase,71,UTEP Commencement 3,2,Silver
Cruella,DeVil,Purchase,89,UTEP Miners Volleyball vs. Rice,3,GA
Kid,Rock,Purchase,64,Justin Timberlake Live,3,VIP
Daniel,Mejia,Purchase,45,UTEP Wind Symphony 1,2,GA
Emilio,Rojero,Purchase,105,Miner Lights Winter Fest,6,VIP
Buzz,Lightyear,Purchase,55,UTEP Wind Symphony 11,4,Gold
Eloy,Perez Quinones,Purchase,107,The Weeknd: After Hours Til Dawn Tour,5,Silver
Matthieu,Enriquez,Purchase,18,UTEP Basketball 5,4,GA
Cindy,Zhu,Purchase,28,UTEP Basketball 15,2,Bronze
Ridley,Dean,Purchase,20,UTEP Basketball 7,2,Bronze
Alan,Villamil Cabrera,Purchase,58,Drake Live,2,VIP
Zachary,Carrejo,Purchase,87,Miner Food & Brew Festival,1,GA
Luis,Carreon,Purchase,117,Metallica M72 World Tour,4,Gold
Ares,Salazar,Purchase,18,UTEP Basketball 5,5,Gold
Aladdin,Disney,Purchase,121,Miner Holiday Market,2,Bronze
Pluto,Disney,Purchase,112,Imagine Dragons Live,6,GA
Kendra,Burton,Purchase,37,UTEP Basketball 24,4,GA
Ares,Salazar,Purchase,8,UTEP Football 8,4,Silver
Tom,Holland,Purchase,4,UTEP Football 4,1,VIP
Anisa,Hyder,Purchase,114,Shakira World Tour 2026,5,VIP
Donald,Duck,Purchase,17,UTEP Basketball 4,6,GA
Evelyn,Fang,Purchase,50,UTEP Wind Symphony 6,5,Silver
Pablo,Escobar,Purchase,72,UTEP Commencement 3,5,VIP
Belle,Disney,Purchase,85,UTEP Miners vs. UTSA (Football),4,Bronze
Michael,Close,Purchase,45,UTEP Wind Symphony 1,6,Gold
Daniel,Morales,Purchase,6,UTEP Football 6,3,VIP
Emilio,Rojero,Purchase,15,UTEP Basketball 2,3,GA
Ximena,Apodaca,Purchase,21,UTEP Basketball 8,5,VIP
Andrea,Villa,Purchase,29,UTEP Basketball 16,1,Bronze
Woody,Disney,Purchase,21,UTEP Basketball 8,6,VIP
Sam,Dominguez-Flores,Purchase,55,UTEP Wind Symphony 11,1,GA
Quasimodo,Disney,Purchase,111,UTEP Miner Farmers Market,1,VIP
Scar,Lion,Purchase,111,UTEP Miner Farmers Market,6,Bronze
Pluto,Disney,Purchase,75,EDC,5,GA
Emilio,Rojero,Purchase,109,UTEP Miners vs. New Mexico (Basketball),5,Bronze
Kaa,Disney,Purchase,97,Grupo Frontera Tour 2026,3,VIP
Jonathan,Gomez,Purchase,9,UTEP Football 9,2,GA
Luis,Armado,Purchase,21,UTEP Basketball 8,5,Gold
Julieta,Rodriguez,Purchase,34,UTEP Basketball 21,5,GA
Woody,Disney,Purchase,102,UTEP Spring Carnival,4,Bronze
Kid,Cuddi,Purchase,64,Justin Timberlake Live,1,Bronze
Jake,Mayers,Purchase,102,UTEP Spring Carnival,2,GA
Kendra,Burton,Purchase,37,UTEP Basketball 24,4,VIP
James,Harden,Purchase,74,ACL 2,3,VIP
Cia,Martin,Purchase,62,Olivia Rodrigo Live,1,GA
Zachary,Carrejo,Purchase,93,Miner Fest 2026,6,VIP
Diego,Sanchez,Purchase,1,UTEP Football 1,3,Gold
Jason,Durulo,Purchase,82,UTEP Miners vs. North Texas (Basketball),2,VIP
Victoria,Lopez,Purchase,120,Miner Philharmonic Strings,4,Gold
Emmanuel,Barraza-Villa,Purchase,62,Olivia Rodrigo Live,1,Gold
Eloy,Perez Quinones,Purchase,79,Gloria Trevi Live in El Paso,2,GA
Daniela,Molina-Najera,Purchase,107,The Weeknd: After Hours Til Dawn Tour,1,Silver
Water,Bottle,Purchase,20,UTEP Basketball 7,2,VIP
Stitch,Disney,Purchase,32,UTEP Basketball 19,3,GA
Carlo,Alonso,Purchase,87,Miner Food & Brew Festival,3,Silver
Fernando,Vargas,Purchase,85,UTEP Miners vs. UTSA (Football),4,VIP
Scar,Lion,Purchase,17,UTEP Basketball 4,6,GA
Daniel,Morales,Purchase,51,UTEP Wind Symphony 7,6,VIP
Adan,Zamorano,Purchase,115,UTEP Miner Film Fest,2,VIP
Fatima,Ortiz,Purchase,74,ACL 2,3,VIP
Draymond,Green,Purchase,2,UTEP Football 2,6,VIP
Denisse,Loya,Purchase,40,UTEP Basketball 27,5,VIP
Jafar,Aladdin,Purchase,50,UTEP Wind Symphony 6,3,Silver
Carlos,Rappa,Purchase,48,UTEP Wind Symphony 4,6,Gold
Aurora,Disney,Purchase,86,Los Ángeles Azules en Concierto,6,VIP
Ares,Salazar,Purchase,89,UTEP Miners Volleyball vs. Rice,5,Gold
Denisse,Loya,Purchase,19,UTEP Basketball 6,1,GA
Daniel,Mejia,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),1,VIP
Isabel,Quinones,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),6,Gold
Daniel,Cardenas,Purchase,7,UTEP Football 7,1,Bronze
Miguel,Renteria,Purchase,28,UTEP Basketball 15,5,GA
Hercules,Disney,Purchase,52,UTEP Wind Symphony 8,3,GA
Matthieu,Enriquez,Purchase,34,UTEP Basketball 21,2,GA
Sam,Dominguez-Flores,Purchase,71,UTEP Commencement 3,4,Silver
Kendra,Burton,Purchase,35,UTEP Basketball 22,5,Bronze
Chip,Disney,Purchase,35,UTEP Basketball 22,6,GA
Deep,Learning,Purchase,22,UTEP Basketball 9,1,Bronze
Ana,Rodriguez,Purchase,17,UTEP Basketball 4,2,VIP
Denisse,Loya,Purchase,58,Drake Live,5,VIP
Maria,Duron,Purchase,24,UTEP Basketball 11,1,Gold
Kid,Rock,Purchase,9,UTEP Football 9,2,GA
Woody,Disney,Purchase,80,UTEP Spring Music Fest,3,GA
Isai,Nino Morales,Purchase,33,UTEP Basketball 20,1,Gold
Aadvika,Pandey,Purchase,88,Coldplay: Viva La Vida Tour,1,Silver
Water,Bottle,Purchase,10,UTEP Football 10,4,Bronze
Emiliano,Garcia,Purchase,11,UTEP Football 11,5,Silver
Arturo,Flores,Purchase,5,UTEP Football 5,2,Bronze
George,Lopez,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,3,Bronze
Luis,Armado,Purchase,27,UTEP Basketball 14,3,Gold
Stephen,Curry,Purchase,121,Miner Holiday Market,5,Bronze
Carlos,Rappa,Purchase,35,UTEP Basketball 22,6,Bronze
Denisse,Loya,Purchase,33,UTEP Basketball 20,4,Gold
Brenden,Ucol,Purchase,46,UTEP Wind Symphony 2,6,VIP
Christina,Perez,Purchase,89,UTEP Miners Volleyball vs. Rice,3,VIP
Gael,Argumedo,Purchase,23,UTEP Basketball 10,6,VIP
Ridley,Dean,Purchase,33,UTEP Basketball 20,6,Gold
Tom,Holland,Purchase,9,UTEP Football 9,6,Silver
Aadvika,Pandey,Purchase,25,UTEP Basketball 12,4,Gold
Adan,Zamorano,Purchase,31,UTEP Basketball 18,2,GA
Draymond,Green,Purchase,39,UTEP Basketball 26,5,Bronze
Luis,Zepeda-Rodriguez,Purchase,28,UTEP Basketball 15,5,Bronze
Random,Name,Purchase,94,Post Malone World Tour,1,Bronze
Zachary,Carrejo,Purchase,44,UTEP Basketball 31,2,Bronze
Fatima,Ortiz,Purchase,103,Maná México Lindo Tour,6,GA
Estefania,Fernadez,Purchase,92,UTEP Miners vs. SMU (Football),2,Bronze
Caelyn,Campos,Purchase,68,Minerpalooza,3,Gold
Julieta,Rodriguez,Purchase,63,Shakira Live,3,VIP
Stephen,Curry,Purchase,67,ACL,6,Gold
Water,Bottle,Purchase,94,Post Malone World Tour,1,Gold
Elian,Pena Ramos,Purchase,48,UTEP Wind Symphony 4,6,VIP
Peter,Pan,Purchase,74,ACL 2,1,Gold
Maurizio,Gonzalez,Purchase,38,UTEP Basketball 25,1,GA
Brian,Casio Iracheta,Purchase,51,UTEP Wind Symphony 7,4,VIP
Pinocchio,Disney,Purchase,31,UTEP Basketball 18,3,Bronze
Kid,Rock,Purchase,63,Shakira Live,1,Gold
Kaa,Disney,Purchase,88,Coldplay: Viva La Vida Tour,2,VIP
Anisa,Hyder,Purchase,96,UTEP Miner Pride Week,5,VIP
Miguel,Renteria,Purchase,19,UTEP Basketball 6,3,GA
Adan,Zamorano,Purchase,111,UTEP Miner Farmers Market,6,Bronze
Zachary,Carrejo,Purchase,40,UTEP Basketball 27,2,Silver
Ana,Rodriguez,Purchase,113,UTEP Miners vs. UAB (Football),1,Silver
Cia,Martin,Purchase,63,Shakira Live,3,Bronze
Matthieu,Enriquez,Purchase,26,UTEP Basketball 13,6,Bronze
Jairo,Ruvalcaba,Purchase,108,Miner Summer Bash,4,Bronze
Alondra,Gonzalez,Purchase,5,UTEP Football 5,6,VIP
Elian,Pena Ramos,Purchase,114,Shakira World Tour 2026,4,VIP
Lucas,Esquivel,Purchase,28,UTEP Basketball 15,4,VIP
Cinderella,Disney,Purchase,86,Los Ángeles Azules en Concierto,6,Silver
Aurora,Disney,Purchase,34,UTEP Basketball 21,4,Gold
Scar,Lion,Purchase,93,Miner Fest 2026,3,Gold
Donald,Duck,Purchase,60,Karol G Live,5,GA
Jasmine,Disney,Purchase,68,Minerpalooza,4,GA
First,Last,Purchase,72,UTEP Commencement 3,3,Bronze
Javier,Flores De La O,Purchase,2,UTEP Football 2,6,Gold
First,Last,Purchase,24,UTEP Basketball 11,3,Silver
Dak,Prescot,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,GA
Gabriel,Tovar,Purchase,51,UTEP Wind Symphony 7,2,Silver
Draymond,Green,Purchase,120,Miner Philharmonic Strings,3,GA
Emmanuel,Barraza-Villa,Purchase,63,Shakira Live,3,Silver
Alireza,Nouri,Purchase,10,UTEP Football 10,4,GA
Cia,Martin,Purchase,39,UTEP Basketball 26,3,Silver
David,Bai,Purchase,17,UTEP Basketball 4,6,VIP
Adrian,Sifuentes,Purchase,22,UTEP Basketball 9,6,GA
Patty,Martinez,Purchase,38,UTEP Basketball 25,6,GA
Diego,Sanchez,Purchase,60,Karol G Live,6,Gold
Lebron,James,Purchase,94,Post Malone World Tour,3,Bronze
Malachi,Rosas,Purchase,115,UTEP Miner Film Fest,1,GA
Luis,Miguel,Purchase,17,UTEP Basketball 4,1,GA
Sports,Fan,Purchase,71,UTEP Commencement 3,6,GA
Prince,Eric,Purchase,35,UTEP Basketball 22,2,Silver
Avery,Whittman,Purchase,35,UTEP Basketball 22,6,VIP
Eloy,Perez Quinones,Purchase,48,UTEP Wind Symphony 4,1,GA
Quasimodo,Disney,Purchase,89,UTEP Miners Volleyball vs. Rice,3,VIP
Carlo,Alonso,Purchase,5,UTEP Football 5,1,Silver
Russel,Westbrook,Purchase,10,UTEP Football 10,5,Silver
Stephen,Curry,Purchase,36,UTEP Basketball 23,3,Silver
Vera,Wang,Purchase,111,UTEP Miner Farmers Market,3,Gold
Fernando,Vargas,Purchase,35,UTEP Basketball 22,6,Gold
Emilio,Rojero,Purchase,84,Miner Choir Holiday Gala,2,GA
Fernando,Vargas,Purchase,23,UTEP Basketball 10,5,VIP
Saul,Burns,Purchase,28,UTEP Basketball 15,1,Bronze
Sam,Alderete,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),2,GA
Alireza,Nouri,Purchase,77,UTEP Symphony Spring Concert,2,Gold
Christina,Perez,Purchase,29,UTEP Basketball 16,6,Gold
Jake,Mayers,Purchase,21,UTEP Basketball 8,6,GA
Tom,Holland,Purchase,2,UTEP Football 2,1,GA
Eugenio,Fernandez,Purchase,102,UTEP Spring Carnival,1,Silver
Sports,Fan,Purchase,105,Miner Lights Winter Fest,4,Silver
Stephen,Curry,Purchase,108,Miner Summer Bash,2,VIP
James,Harden,Purchase,24,UTEP Basketball 11,4,GA
Jose,Ortiz Zarate,Purchase,90,UTEP Cultural Arts Festival,4,Gold
Juan,Reyes,Purchase,91,Bruno Mars 24K Magic Live,1,Silver
Victoria,Lopez,Purchase,4,UTEP Football 4,3,Bronze
Maria,Duron,Purchase,68,Minerpalooza,6,Bronze
Abigail,Galarza,Purchase,102,UTEP Spring Carnival,1,GA
Michael,Close,Purchase,89,UTEP Miners Volleyball vs. Rice,6,Gold
Eloy,Perez Quinones,Purchase,83,UTEP Fiesta Latina,3,GA
Urvi,Beltran,Purchase,28,UTEP Basketball 15,4,Bronze
Water,Bottle,Purchase,112,Imagine Dragons Live,5,VIP
Carlo,Alonso,Purchase,79,Gloria Trevi Live in El Paso,6,Silver
Alondra,Mariscal,Purchase,19,UTEP Basketball 6,5,GA
Brian,Casio Iracheta,Purchase,35,UTEP Basketball 22,2,VIP
Jason,Ortiz,Purchase,43,UTEP Basketball 30,4,GA
Jason,Ortiz,Purchase,105,Miner Lights Winter Fest,2,Silver
Draymond,Green,Purchase,94,Post Malone World Tour,1,VIP
Sam,Alderete,Purchase,70,UTEP Commencement 2,4,VIP
Caelyn,Campos,Purchase,45,UTEP Wind Symphony 1,5,Silver
Adrian,Sifuentes,Purchase,79,Gloria Trevi Live in El Paso,3,Silver
Francisco,Garcia,Purchase,84,Miner Choir Holiday Gala,3,GA
Lilo,Disney,Purchase,15,UTEP Basketball 2,1,Bronze
Christina,Perez,Purchase,88,Coldplay: Viva La Vida Tour,4,VIP
Gaston,Disney,Purchase,114,Shakira World Tour 2026,2,Gold
Ursela,Mermaid,Purchase,27,UTEP Basketball 14,6,Gold
Matthieu,Enriquez,Purchase,83,UTEP Fiesta Latina,3,Gold
Ana,Rodriguez,Purchase,35,UTEP Basketball 22,5,Silver
Alondra,Gonzalez,Purchase,33,UTEP Basketball 20,4,Gold
Anthony,Casillas,Purchase,82,UTEP Miners vs. North Texas (Basketball),3,VIP
Beast,Disney,Purchase,9,UTEP Football 9,5,Bronze
Brenden,Ucol,Purchase,104,UTEP Miners vs. Liberty (Football),5,VIP
Taco,Bell,Purchase,27,UTEP Basketball 14,6,Silver
Water,Bottle,Purchase,16,UTEP Basketball 3,4,VIP
Abigail,Galarza,Purchase,43,UTEP Basketball 30,3,Bronze
Victoria,Lopez,Purchase,85,UTEP Miners vs. UTSA (Football),5,GA
Arturo,Flores,Purchase,16,UTEP Basketball 3,4,Gold
Ares,Salazar,Purchase,8,UTEP Football 8,2,Gold
JohnMichael,Betancourt,Purchase,94,Post Malone World Tour,1,VIP
Alondra,Gonzalez,Purchase,32,UTEP Basketball 19,2,Bronze
Jairo,Ruvalcaba,Purchase,38,UTEP Basketball 25,6,GA
Juan,Reyes,Purchase,45,UTEP Wind Symphony 1,2,Gold
Hercules,Disney,Purchase,120,Miner Philharmonic Strings,6,Bronze
Beast,Disney,Purchase,80,UTEP Spring Music Fest,2,Silver
Andrea,Villa,Purchase,99,Ed Sheeran Mathematics Tour,1,Gold
Kid,Rock,Purchase,22,UTEP Basketball 9,4,GA
Scar,Lion,Purchase,9,UTEP Football 9,2,Gold
Angel,Bautista,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,6,Bronze
Emmanuel,Barraza-Villa,Purchase,57,Taylor Swift Live,1,GA
Stitch,Disney,Purchase,26,UTEP Basketball 13,4,Bronze
Ximena,Apodaca,Purchase,45,UTEP Wind Symphony 1,1,Gold
George,Lopez,Purchase,67,ACL,5,Silver
Carlo,Alonso,Purchase,29,UTEP Basketball 16,2,Gold
Luis,Miguel,Purchase,51,UTEP Wind Symphony 7,4,VIP
Klay,Thompson,Purchase,32,UTEP Basketball 19,5,Silver
Evil,Queen,Purchase,40,UTEP Basketball 27,6,Silver
Alexa,Ramirez-Salinas,Purchase,32,UTEP Basketball 19,4,GA
Isaiah,Johnson,Purchase,71,UTEP Commencement 3,5,VIP
Sports,Fan,Purchase,80,UTEP Spring Music Fest,4,GA
Carlos,Rappa,Purchase,77,UTEP Symphony Spring Concert,1,VIP
Fernando,Vargas,Purchase,98,UTEP Miners vs. FIU (Football),4,GA
Eloy,Perez Quinones,Purchase,5,UTEP Football 5,3,Bronze
Gael,Argumedo,Purchase,6,UTEP Football 6,6,VIP
Daniel,Montellano Pinon,Purchase,36,UTEP Basketball 23,3,Silver
Miguel,Renteria,Purchase,84,Miner Choir Holiday Gala,6,Silver
Ridley,Dean,Purchase,11,UTEP Football 11,5,GA
Jake,Mayers,Purchase,54,UTEP Wind Symphony 10,6,VIP
Random,Name,Purchase,113,UTEP Miners vs. UAB (Football),1,GA
Prince,Eric,Purchase,82,UTEP Miners vs. North Texas (Basketball),3,Silver
Javier,Flores De La O,Purchase,11,UTEP Football 11,5,GA
Ridley,Dean,Purchase,64,Justin Timberlake Live,4,VIP
Emiliano,Garcia,Purchase,3,UTEP Football 3,5,Silver
Aadvika,Pandey,Purchase,12,UTEP Football 12,5,VIP
Buzz,Lightyear,Purchase,60,Karol G Live,6,VIP
Isaiah,Johnson,Purchase,59,Bad Bunny Live,2,Gold
JohnMichael,Betancourt,Purchase,14,UTEP Basketball 1,2,Gold
Luis,Zepeda-Rodriguez,Purchase,88,Coldplay: Viva La Vida Tour,6,Silver
Cindy,Zhu,Purchase,2,UTEP Football 2,4,Gold
Tom,Holland,Purchase,30,UTEP Basketball 17,3,VIP
Gabriel,Tovar,Purchase,26,UTEP Basketball 13,3,Bronze
Sofia,Vergara,Purchase,43,UTEP Basketball 30,3,VIP
Jesus,Munoz,Purchase,121,Miner Holiday Market,5,Bronze
Jonathan,Gomez,Purchase,55,UTEP Wind Symphony 11,1,GA
Simba,Disney,Purchase,63,Shakira Live,6,Silver
Burger,King,Purchase,69,UTEP Commencement 1,2,Silver
Buzz,Lightyear,Purchase,91,Bruno Mars 24K Magic Live,4,Gold
Christina,Perez,Purchase,53,UTEP Wind Symphony 9,1,GA
Alondra,Tarango,Purchase,50,UTEP Wind Symphony 6,4,VIP
Daniel,Reyes,Purchase,80,UTEP Spring Music Fest,5,Gold
Alex,Marquez,Purchase,20,UTEP Basketball 7,2,Bronze
Emiliano,Garcia,Purchase,71,UTEP Commencement 3,2,VIP
Martha,Rios-Lozano,Purchase,66,Coachella 2,4,GA
Armando,Levario Alvarez,Purchase,27,UTEP Basketball 14,2,GA
Denisse,Loya,Purchase,96,UTEP Miner Pride Week,1,Silver
Luis,Miguel,Purchase,2,UTEP Football 2,4,Bronze
Jafar,Aladdin,Purchase,118,UTEP Tech Expo,4,VIP
Ridley,Dean,Purchase,71,UTEP Commencement 3,2,Bronze
Peter,Pan,Purchase,97,Grupo Frontera Tour 2026,5,GA
Vera,Wang,Purchase,97,Grupo Frontera Tour 2026,6,Bronze
First,Last,Purchase,68,Minerpalooza,1,Bronze
David,Bai,Purchase,18,UTEP Basketball 5,4,VIP
Estefania,Fernadez,Purchase,49,UTEP Wind Symphony 5,3,Bronze
Christina,Perez,Purchase,32,UTEP Basketball 19,1,Silver
Angel,Bautista,Purchase,29,UTEP Basketball 16,2,VIP
Aurora,Disney,Purchase,26,UTEP Basketball 13,5,VIP
Saul,Burns,Purchase,67,ACL,5,VIP
Russel,Westbrook,Purchase,26,UTEP Basketball 13,3,VIP
Ridley,Dean,Purchase,66,Coachella 2,2,GA
Frida,Pena,Purchase,14,UTEP Basketball 1,1,GA
Matthieu,Enriquez,Purchase,92,UTEP Miners vs. SMU (Football),2,Gold
Gael,Argumedo,Purchase,88,Coldplay: Viva La Vida Tour,5,Silver
Elian,Pena Ramos,Purchase,83,UTEP Fiesta Latina,6,GA
Aadvika,Pandey,Purchase,22,UTEP Basketball 9,2,Gold
Cruella,DeVil,Purchase,15,UTEP Basketball 2,6,GA
Jesus,Munoz,Purchase,113,UTEP Miners vs. UAB (Football),1,Silver
Goofy,Disney,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,Silver
Alondra,Gonzalez,Purchase,22,UTEP Basketball 9,1,Bronze
Aladdin,Disney,Purchase,92,UTEP Miners vs. SMU (Football),1,Silver
Luis,Armado,Purchase,45,UTEP Wind Symphony 1,2,Bronze
Eugenio,Fernandez,Purchase,85,UTEP Miners vs. UTSA (Football),2,Gold
Jose,Ortiz Zarate,Purchase,39,UTEP Basketball 26,3,Gold
Mickey,Mouse,Purchase,72,UTEP Commencement 3,1,Bronze
Daniel,Morales,Purchase,108,Miner Summer Bash,6,Gold
Cinderella,Disney,Purchase,115,UTEP Miner Film Fest,2,VIP
Urvi,Beltran,Purchase,99,Ed Sheeran Mathematics Tour,1,Bronze
Simba,King,Purchase,6,UTEP Football 6,5,GA
Buzz,Lightyear,Purchase,9,UTEP Football 9,5,Silver
Emily,Fernandez,Purchase,7,UTEP Football 7,2,GA
Andrea,Villa,Purchase,34,UTEP Basketball 21,3,Silver
Jesus,Munoz,Purchase,21,UTEP Basketball 8,3,Bronze
Sabina,Sosa,Purchase,13,UTEP Football 13,3,Silver
Denisse,Loya,Purchase,3,UTEP Football 3,4,GA
Daniel,Cardenas,Purchase,64,Justin Timberlake Live,2,Silver
Isai,Nino Morales,Purchase,59,Bad Bunny Live,2,VIP
Armando,Levario Alvarez,Purchase,79,Gloria Trevi Live in El Paso,1,Gold
Andrea,Villa,Purchase,79,Gloria Trevi Live in El Paso,6,GA
Emilio,Rojero,Purchase,38,UTEP Basketball 25,3,Silver
Jason,Durulo,Purchase,62,Olivia Rodrigo Live,4,Silver
Alondra,Mariscal,Purchase,109,UTEP Miners vs. New Mexico (Basketball),3,GA
Zachary,Carrejo,Purchase,35,UTEP Basketball 22,2,Gold
Eloy,Perez Quinones,Purchase,110,Banda MS Tour 2026,6,GA
Daniel,Montellano Pinon,Purchase,56,UTEP Wind Symphony 12,6,VIP
Adan,Zamorano,Purchase,41,UTEP Basketball 28,6,Silver
Sofia,Vergara,Purchase,12,UTEP Football 12,4,Gold
Carlos,Marin,Purchase,35,UTEP Basketball 22,6,Silver
Hercules,Disney,Purchase,112,Imagine Dragons Live,5,VIP
Evil,Queen,Purchase,93,Miner Fest 2026,1,VIP
Daniel,Cardenas,Purchase,23,UTEP Basketball 10,5,GA
Klay,Thompson,Purchase,10,UTEP Football 10,1,GA
Vera,Wang,Purchase,72,UTEP Commencement 3,1,Bronze
Jasmine,Disney,Purchase,45,UTEP Wind Symphony 1,3,Gold
Emily,Fernandez,Purchase,88,Coldplay: Viva La Vida Tour,3,Bronze
Eugenio,Fernandez,Purchase,114,Shakira World Tour 2026,2,VIP
Saul,Burns,Purchase,37,UTEP Basketball 24,5,Bronze
Burger,King,Purchase,36,UTEP Basketball 23,3,Bronze
Tenzin,Draduk,Purchase,61,RBD Live,3,Bronze
Lucas,Esquivel,Purchase,92,UTEP Miners vs. SMU (Football),3,Gold
Luis,Zepeda-Rodriguez,Purchase,30,UTEP Basketball 17,3,Gold
Vera,Wang,Purchase,50,UTEP Wind Symphony 6,6,GA
Tom,Holland,Purchase,80,UTEP Spring Music Fest,5,Bronze
Prince,Eric,Purchase,63,Shakira Live,5,VIP
Jose,Ortiz Zarate,Purchase,43,UTEP Basketball 30,3,Silver
JohnMichael,Betancourt,Purchase,91,Bruno Mars 24K Magic Live,4,VIP
Minnie,Mouse,Purchase,52,UTEP Wind Symphony 8,5,Silver
Jake,Mayers,Purchase,114,Shakira World Tour 2026,6,GA
Woody,Disney,Purchase,17,UTEP Basketball 4,5,VIP
Deep,Learning,Purchase,42,UTEP Basketball 29,6,Bronze
Alejandro,Solano,Purchase,105,Miner Lights Winter Fest,2,Bronze
Aadvika,Pandey,Purchase,102,UTEP Spring Carnival,1,Bronze
Aladdin,Disney,Purchase,28,UTEP Basketball 15,2,Gold
Francisco,Garcia,Purchase,12,UTEP Football 12,5,VIP
Avery,Whittman,Purchase,76,Lollapallooza,1,Gold
Quasimodo,Disney,Purchase,44,UTEP Basketball 31,5,Silver
Urvi,Beltran,Purchase,46,UTEP Wind Symphony 2,4,VIP
Adan,Zamorano,Purchase,56,UTEP Wind Symphony 12,2,VIP
Kaa,Disney,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),5,Bronze
Alexa,Ramirez-Salinas,Purchase,80,UTEP Spring Music Fest,6,Gold
Patty,Martinez,Purchase,74,ACL 2,3,VIP
Lebron,James,Purchase,45,UTEP Wind Symphony 1,5,Gold
Diego,Sanchez,Purchase,1,UTEP Football 1,3,Gold
Emiliano,Huerta,Purchase,100,UTEP Miner Cook-Off,1,VIP
Isabel,Quinones,Purchase,2,UTEP Football 2,5,Silver
Miranda,Macias,Purchase,65,Coachella 1,6,Gold
Isabela,Gaytan,Purchase,27,UTEP Basketball 14,4,Gold
Avery,Whittman,Purchase,15,UTEP Basketball 2,2,GA
Pinocchio,Disney,Purchase,53,UTEP Wind Symphony 9,5,Silver
Jairo,Ruvalcaba,Purchase,39,UTEP Basketball 26,1,Silver
Evelyn,Fang,Purchase,44,UTEP Basketball 31,2,Silver
Jonus,Ronquillo,Purchase,89,UTEP Miners Volleyball vs. Rice,6,Bronze
Mickey,Mouse,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),6,GA
Daniel,Mejia,Purchase,115,UTEP Miner Film Fest,5,Silver
James,Harden,Purchase,5,UTEP Football 5,5,Gold
Juan,Reyes,Purchase,55,UTEP Wind Symphony 11,1,Silver
Estefania,Fernadez,Purchase,104,UTEP Miners vs. Liberty (Football),3,Silver
Carlos,Marin,Purchase,26,UTEP Basketball 13,2,VIP
Pluto,Disney,Purchase,110,Banda MS Tour 2026,3,Silver
Alondra,Tarango,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,3,Silver
Alondra,Gonzalez,Purchase,7,UTEP Football 7,1,VIP
Deep,Learning,Purchase,113,UTEP Miners vs. UAB (Football),5,Silver
Tenzin,Draduk,Purchase,69,UTEP Commencement 1,6,VIP
Jonathan,Gomez,Purchase,16,UTEP Basketball 3,4,VIP
Jose,Ortiz Zarate,Purchase,17,UTEP Basketball 4,6,GA
Scar,Lion,Purchase,106,UTEP Alumni Band Reunion Concert,3,GA
Jonus,Ronquillo,Purchase,42,UTEP Basketball 29,6,Silver
